R1	Q1	R2	Q2
205384482	154210213	205388194	154213930
269265792	176701922	269272357	176708475
665488789	146579966	665494766	146585940
255231714	6746391	255238111	6752791
554784650	39589972	554791672	39597020
930075641	54385868	930079625	54389836
608636504	47246823	608642205	47252508
96754540	125173677	96763113	125182305
885698811	80815173	885708527	80824880
974854308	420936526	974862041	420944269
611743642	94022536	611747047	94025937
973725469	462632922	973737633	462645086
616567119	201026125	616571821	201030865
246470759	92212623	246481659	92223521
180024167	159583863	180029050	159588746
749186736	66861418	749190612	66865314
881797736	127585599	881808720	127596576
612260841	94549126	612267783	94556086
631158096	197185839	631168653	197196408
246158762	91900815	246173100	91915193
326248628	84769306	326252739	84773451
481037126	100419750	481041845	100424483
425392173	33485284	425395782	33488914
396812716	25776258	396816511	25780056
227609167	162658723	227616148	162665743
227107705	162143262	227113208	162148731
207976283	122139455	207980153	122143341
885716795	70393998	885722729	70399936
607467853	46016061	607471834	46020113
280677291	194390585	280681932	194395229
591192823	143773697	591200253	143781123
160583403	81006255	160590892	81013754
97972413	145250992	97983833	145262423
301263464	137223336	301269347	137229250
51893574	139703564	51896499	139706488
881857383	127650974	881862770	127656357
227491969	162534547	227496354	162538939
226339401	161383781	226344115	161388503
501538368	100993474	501550755	101005901
508856865	17508596	508860459	17512166
881214360	70759342	881231121	70776107
880368601	164777875	880380865	164790139
583263507	141721496	583270843	141728833
253246342	5639960	253249443	5643059
98077065	145366555	98083502	145372985
227301727	162325707	227312544	162336575
926704205	50976173	926708574	50980576
926164942	266793793	926168906	266797757
926164942	280746970	926168906	280750934
582702847	159479460	582707382	159483995
279210196	149770097	279219157	149779064
477374720	116733422	477387608	116746328
937266072	212839232	937276206	212849379
257172406	8468886	257185566	8482049
480931781	100316766	480937356	100322318
227423400	162461362	227430880	162468782
257422574	8660421	257427935	8665785
415667847	66665992	415676581	66674724
415667847	422510700	415676581	422519432
415667847	453311606	415676581	453320338
415667847	481924266	415676581	481932998
649425327	188392953	649428665	188396291
608257437	46843996	608261100	46847681
886120279	132946682	886124203	132950604
446940746	216720381	446944691	216724326
239445534	177119723	239453421	177127666
194175244	98297958	194195672	98318465
607893799	46456496	607901154	46463904
963302147	313766498	963312387	313776709
95801356	124211882	95806353	124216877
609723510	123435059	609727902	123439426
936859512	151722603	936871776	151734868
399356307	28266525	399362378	28272607
245310230	184320723	245314068	184324576
269101127	176545930	269109123	176553934
302013877	134382155	302018674	134386933
97812453	126229787	97832331	126249622
930827710	55087961	930836035	55096207
55181759	140217868	55186459	140222577
398602444	27353456	398608232	27359221
612100947	94395887	612106523	94401537
960919448	140472198	960924592	140477335
928095224	52420042	928098746	52423572
249566045	76289213	249572856	76296017
489895502	145798908	489898763	145802188
997357114	254724259	997361469	254728638
182295101	155138434	182306204	155149588
757091894	228423782	757095604	228427470
51140579	138990288	51147140	138996847
239437585	177111619	239442314	177116351
934047343	93375540	934052244	93380440
934047343	10667201	934052244	10672101
934093452	10718090	934101697	10726348
749149391	66825279	749154477	66830391
208082368	122244581	208088080	122250298
725447687	130156983	725461521	130170765
227689758	162737029	227699281	162746575
398717814	27440197	398726708	27449110
477288674	116661433	477293783	116666546
205699097	404994544	205709828	405005279
935468575	239865903	935473723	239871045
665276964	146360426	665284606	146368095
227014841	162050672	227019631	162055470
258017913	9209833	258027165	9219081
930908303	55179224	930913380	55184342
608939832	47566574	608945717	47572398
269958302	137640345	269963684	137645691
936308924	283532687	936312438	283536218
726836914	67887540	726841815	67892440
926302358	50504773	926308318	50510744
480962717	100348132	480967972	100353363
399917580	44628829	399923454	44634705
183690835	270247615	183705556	270262403
280792914	194519285	280796839	194523224
1002892220	258972812	1002898411	258978994
279266008	149816655	279274889	149825574
193692910	97782730	193697861	97787710
749235878	66904521	749241340	66909969
757782862	128956645	757786594	128960370
55206981	140248501	55218485	140259944
929770974	54070023	929774867	54073933
589859828	212577221	589868668	212586067
616813209	201277178	616818090	201282055
195113101	99245210	195119634	99251712
246084472	91834452	246095569	91845510
612703629	95006422	612708279	95011127
328508118	87002911	328512208	87007008
205059914	260275145	205064542	260279771
272361932	239581262	272366840	239586179
914508481	197616153	914519087	197626766
960962857	140520394	960969725	140527278
135469411	216375595	135473922	216380135
995276447	275572483	995300151	275596201
257735415	8966016	257747721	8978320
591003288	141161242	591013516	141171484
616646976	201100171	616655842	201109041
725273676	130013498	725277609	130017432
508814646	17452708	508818764	17456816
477897005	117243687	477908170	117254888
245668642	184687373	245672163	184690930
756849803	228181717	756869578	228201516
928575607	52890779	928580573	52895760
208599053	122810784	208602215	122813944
880985894	70508124	880995376	70517615
245758215	91516418	245762563	91520812
881118585	126883887	881126975	126892268
247401148	74048305	247404050	74051197
135499977	216401347	135510156	216411540
303469459	25068815	303473148	25072512
96108256	124535194	96113320	124540236
997357114	360604348	997361453	360608709
930771364	55027364	930775591	55031598
631200695	197224316	631209444	197233097
399050185	27798272	399053462	27801547
589039806	193513828	589056415	193530428
194524872	98663240	194533492	98671822
757073204	228404844	757081914	228413514
195314193	99448979	195317587	99452387
612961726	95285945	612965013	95289270
193348638	97455249	193351693	97458316
588928161	143186019	588943756	143201630
608025416	46623783	608029419	46627837
612365342	94660491	612374189	94669285
881727353	186168814	881732301	186173761
248574048	75359826	248578631	75364377
588624871	142885500	588635417	142896046
490062716	117847	490076247	131385
680761915	80108005	680770255	80116344
602161890	34224376	602170627	34233063
616732950	201193135	616743787	201203959
96051708	124470467	96058631	124477328
226657668	161695712	226677793	161715850
934178590	286692211	934186474	286700095
351099	254496738	358383	254503995
602888534	34952466	602893213	34957120
961208106	140752321	961213131	140757334
245668642	241543241	245672254	241546889
245668642	414995471	245672254	414999119
245668642	418220824	245672254	418224472
781722912	246334234	781730045	246341347
469126754	493583932	469135928	493593087
51745288	139571758	51747979	139574454
326583812	85114747	326592883	85123849
611958837	94259996	611966261	94267421
929105707	53412225	929110350	53416886
929800512	54096770	929817283	54113460
398529496	27249701	398534242	27254447
891872701	192335347	891885414	192348033
249408326	76161944	249412423	76166065
325802971	84316030	325811839	84324846
226474784	161522187	226492532	161539850
252739971	5253235	252746749	5260034
588235823	10253257	588252657	10270079
304094362	251686178	304098261	251690067
96749831	125166802	96753627	125170615
326547806	85061090	326552279	85065560
36273271	14404714	36278811	14410282
28911573	19399266	28915671	19403383
961245301	140787660	961251145	140793488
916637454	154575456	916641996	154579995
96996935	125414735	97009763	125427560
255084108	6609073	255099118	6624097
250559657	77373245	250565470	77379045
204479589	153315919	204493827	153330201
714684753	300378410	714688384	300382040
269254180	176690662	269259849	176696345
587840708	141282435	587849755	141291509
397321737	26241574	397331000	26250840
399790726	28711259	399800184	28720755
227228701	162258710	227249639	162279701
721852121	453018885	721862803	453029578
327168478	85654932	327174980	85661425
397233380	26185510	397236762	26188902
327991619	86493283	327998003	86499675
804905747	50208722	804912962	50215920
207204894	121465352	207210318	121470796
583850845	142292625	583853824	142295603
97044525	125470867	97049900	125476201
269976800	137658764	269981977	137663927
608465011	47061366	608473995	47070324
97917770	145196909	97930332	145209505
247082041	92882224	247089573	92889848
960954193	140512897	960959476	140518161
89565328	434212135	89571560	434218282
89565280	257288313	89571560	257294508
563743530	180974575	563750210	180981244
248790908	75607707	248796770	75613540
928307901	52624373	928312133	52628596
932464237	169500831	932468254	169504854
194023482	98147146	194030685	98154276
20536903	56718953	20542697	56724746
182417211	155248704	182421739	155253286
227090733	162126588	227106775	162142546
248277631	75055461	248284394	75062243
227749465	162793138	227759100	162802728
883566192	62827687	883574948	62836451
934627153	323062444	934638835	323074124
193972669	98088346	193978312	98093990
639984963	481994445	639989039	481998530
399307992	28222325	399318169	28232491
97917542	365721650	97930332	365734475
245642060	184668197	245649964	184676128
995562614	192465920	995574909	192478176
995562614	401068766	995574909	401081022
326492015	85009259	326497943	85015201
226640524	161680597	226643316	161683361
246116363	91861286	246126715	91871614
804788185	293688376	804802903	293703088
226806862	161846352	226824535	161863890
928743153	53068964	928747771	53073630
302793887	24367310	302799049	24372477
589337640	143568537	589350578	143581469
729974057	268912074	729983599	268921630
936948326	151808976	936953983	151814622
247254749	93065022	247263133	93073467
399141656	27879343	399148388	27886061
609478219	48070994	609481292	48074071
160788403	81227063	160793392	81232072
928763695	53088158	928770266	53094750
21389043	57572732	21396020	57579673
243218278	358252093	243222481	358256289
977416879	238496907	977425936	238505991
586672995	527771	586688871	543629
301366762	133750426	301369760	133753420
973057554	224095044	973075117	224112606
934341558	10962433	934357943	10978824
928123319	52451364	928131908	52459935
879938503	127500386	879951598	127513431
882366164	106327900	882377944	106339668
609666532	123387366	609670663	123391494
245921137	91680319	245930647	91689849
710363973	170358966	710367134	170362100
679951344	279050407	679958133	279057196
206906802	121179123	206910666	121182961
480864276	100249687	480883794	100269190
323170	254472976	329170	254478955
226851077	161891600	226857498	161897991
724886998	129623487	724893258	129629769
43738796	176125457	43741686	176128341
246064625	91821719	246071738	91828844
269275477	176713031	269278960	176716538
589350582	193810428	589357371	193817217
207255763	121511344	207262201	121517835
